timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
211585566,211585566,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211605561,211605561,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211625554,211625554,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211645554,211645554,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211665898,211665898,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211689607,211689607,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211709584,211709584,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211733565,211733565,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211757554,211757554,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211778360,211778360,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211802592,211802592,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211826350,211826350,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211846687,211846687,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211870380,211870380,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211890533,211890533,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
